id	successful	dissovet	speciality	title	author	supervisor	uploaded	defended	interval
480608	True	04.19.00	2.3.4	Метод и модели управления индивидуальными туристическими маршрутами на основе глубоких нейронных сетей	Михайлов Сергей Андреевич	Смирнов Александр Викторович	22.11.2021	24.12.2021	32
243678	True	02.18.00	05.13.17	Исследование и разработка алгоритмов рекомендательных систем на основе информационных моделей динамики пользовательского опыта в сетях предоставления услуг	Деревицкий Иван Владиславович	Бухановский Александр Валерьевич	24.11.2020	24.12.2020	30
49079551	True	09.22.00	2.7.1	Разработка технологии пробиотического мороженого без сахарозы	Тютьков Никита	Бараненко Денис Александрович	03.06.2025	03.07.2025	30
476014	True	02.18.00	05.13.19	Модели, алгоритмы и методика проектирования защищенных от киберфизических атак систем физической безопасности на основе микроконтроллеров	Левшун Дмитрий Сергеевич	Котенко Игорь Витальевич	15.11.2021	15.12.2021	30
1035146	True	04.22.00	2.3.8	Методы и алгоритмы аудиовизуального распознавания эмоционального состояния типично и атипично развивающихся детей	Матвеев Антон Юрьевич	Махныткина Олеся Владимировна	21.11.2023	22.12.2023	31
49162378	True	03.22.00	2.3.1	Настройка параметров регуляторов для нелинейных непрерывных систем на основе алгоритмов оптимизации	Хоанг Дык Лонг	Дударенко Наталия Александровна	25.07.2025	25.08.2025	31
904041	True	03.22.00	2.3.1	Управление по выходу параметрически неопределенным линейным объектом с неучтенной динамикой и возмущающими воздействиями	Громова Фатимат Беслановна	Борисов Олег Игоревич	26.05.2023	26.06.2023	31
229766	True	08.19.00	01.04.14	Фундаментальное уравнение состояния хладагента r1234yf в рамках масштабной теории критической точки	Свердлов Александр Викторович	Рыков Владимир Алексеевич	21.11.2020	23.12.2020	32
18759617	True	04.22.00	2.3.8	Модели и алгоритмы вычислительных процессов для решения трудных вариантов проблемы булевой выполнимости	Павленко Артём Леонидович	Семёнов Александр Анатольевич	22.11.2024	24.12.2024	32
125947	True	05.19.00	01.04.05	Нелинейные топологические эффекты в полупроводниковых оптических микрорезонаторах	Налитов Антон Витальевич	Тиходеев Сергей Григорьевич	26.02.2021	28.04.2021	61
14075899	True	08.22.00	1.3.14	Исследование теплофизических свойств металлокерамических спеченных фрикционных материалов на основе меди	Киляшов Артемий Александрович	Баранов Игорь Владимирович	18.11.2024	19.12.2024	31
917124	True	07.22.00	1.3.11	Синтез непланарных наногетероструктур на основе iii-n полупроводниковых материалов на кремнии методом молекулярно-пучковой эпитаксии и их свойства	Гридчин Владислав Олегович	Цырлин Георгий Эрнстович	29.05.2023	30.06.2023	32
962532	True	05.22.00	1.3.6	Нанокомпозит на основе сульфида мышьяка в пористом стекле: фотоиндуцированные эффекты и влияние наночастиц золота	Альхалил Джордж	Бурункова Юлия Эдуардовна	27.07.2023	30.08.2023	34
1026696	True	05.22.00	1.3.6	Оптические наноантенны для эффективного возбуждения и поглощения электромагнитных волн	Проскурин Алексей Алексеевич	Богданов Андрей Андреевич	13.11.2023	13.12.2023	30
747006	True	09.22.00	2.7.1	Разработка технологии напитка на основе голозерного овса, обогащенного бета-каротином, инкапсулированным в бета-глюкановую матрицу	Ибрахим Моника Набиль Гайед	Баракова Надежда Васильевна	15.11.2022	15.12.2022	30
10311106	True	15.24.00	1.3.6	Высококонтрастные перестраиваемые фотонные структуры на основе материалов с фазовой памятью ge2sb2te5	Соломонов Александр Иванович	Рыбин Михаил Валерьевич	18.11.2024	18.12.2024	30
149844	True	06.19.00	05.11.07	Оптико-электронные методы и средства комплексной оценки распределения яркости в условиях городской среды	Колгушкина Светлана Владимировна	Прокопенко Виктор Трофимович	25.05.2020	08.09.2020	106
14074408	True	16.24.00	1.3.4	Субволновые объемные резонаторы для перераспределения радиочастотного поля в высокопольной магнитно-резонансной томографии	Пучнин Виктор Михайлович	Щелокова Алёна Вадимовна	18.11.2024	18.12.2024	30
129212	True	09.19.00	05.18.07	Технология пшеничного кваса с использованием комбинации дрожжей и молочнокислых бактерий	Алексеева Мария Сергеевна	Баланов Петр Евгеньевич	25.02.2020	27.03.2020	31
1016833	True	05.22.00	1.3.6	Оптические вихри в циркулярных оптических волокнах с изгибными регулярными и вихревыми акустическими модами	Викулин Дмитрий Вячеславович	Яворский Максим Александрович	19.10.2023	22.11.2023	34
1012386	True	06.22.00	2.2.6	Разработка и исследование планапохроматических компактных двухканальных оптических систем с регистрацией изображения для медицинских исследований	Кожина Анастасия Дмитриевна	Цыганок Елена Анатольевна	02.10.2023	02.11.2023	31
454785	True	05.19.00	1.3.6	Оптические силы в поле эванесцентных волн на границе раздела сред	Костина Наталия Алексеевна	Шалин Александр Сергеевич	18.10.2021	18.11.2021	31
460640	True	05.19.00	1.3.6	Исследование оптических и плазмонных свойств гибридных структур на основе углеродных пленок и металлических наночастиц	Аббоуд Мохамед Мостафа Хассаниен Элсаид	Коншина Елена Анатольевна	02.11.2021	07.12.2021	35
739188	True	05.22.00	1.3.6	Взаимодействие лазерного излучения с гибкими металл-органическими каркасами: структурная модификация и нелинейно оптический отклик	Мезенов Юрий Анатольевич	Миличко Валентин Андреевич	23.11.2022	23.12.2022	30
125458	True	05.19.00	01.04.05	Метафотоника на основе резонансных диэлектрических структур	Кившар Юрий	Гиппиус Николай Алексеевич	18.10.2019	20.12.2019	63
178787	True	09.19.00	05.18.07	Применение ультрадисперсных гумато- сапропелевых суспензий в технологии  этилового спирта из ячменя	Нсенгумуремый Даниель	Баракова Надежда Васильевна	03.06.2020	03.07.2020	30
239014	True	06.19.00	05.11.01	Влияние поляризационных преобразований на сдвиг фазы саньяка в волоконно-оптическом гироскопе	Мухтубаев Азамат Булатович	Аксарин Станислав Михайлович	18.11.2020	18.12.2020	30
231152	True	08.19.00	05.04.03	Повышение эффективности испарителей холодильных машин с внутриканальным кипением хладагентов	Куадио Коффи Фабрис	Малышев Александр Александрович	06.11.2020	16.12.2020	40
10314339	True	09.22.00	2.7.1	Научно-практические подходы получения производственных штаммов дрожжей saccharomyces	Давыденко Светлана Геннадьевна	Меледина Татьяна Викторовна	24.10.2024	24.12.2024	61
606884	True	08.19.00	05.04.03	Выбор и обоснование технологии охлаждения многоместной кабины для общего криотерапевтического воздействия	Василенок Анна Владимировна	Баранов Александр Юрьевич	30.05.2022	30.06.2022	31
1026466	True	09.22.00	2.7.1	Разработка технологии синбиотического безалкогольного напитка, обогащенного инулином из корня подсолнечника	Коршунова Наталья Александровна	Баланов Петр Евгеньевич	08.11.2023	08.12.2023	30
238955	True	07.19.00	05.27.03	Полупроводниковые гетероструктуры a3b5, полученные методами молекулярно-пучковой эпитаксии и спекания, и лазеры спектрального диапазона 1300 – 1550 нм на их основе	Карачинский Леонид Яковлевич	Егоров Антон Юрьевич	30.12.2020	03.03.2021	63
126766	True	07.19.00	05.27.03	Геометрические параметры лазерных диодов с пассивной синхронизацией мод спектрального диапазона 1530-1565 нм	Михайловский Григорий Александрович	Одноблюдов Максим Анатольевич	15.11.2019	18.12.2019	33
1018467	True	05.22.00	1.3.6	Влияние фазовых и поляризационных флуктуаций излучения и параметров оптических компонентов на скорость квантового распределения ключей на непрерывных переменных по оптическому волокну	Наседкин Борис Александрович	Егоров Владимир Ильич	26.10.2023	27.11.2023	32
738757	True	05.22.00	1.3.6	Управление мощностью лазерного излучения на основе анализа ик-сигнала, сопровождающего лазерное разрушение биотканей	До Тхань Тунг	Беликов Андрей Вячеславович	11.11.2022	12.12.2022	31
357678	True	02.18.00	05.13.19	Метод и алгоритмы детектирования атак и защиты сетей класса «издатель-подписчик» на основе машинного обучения и инъекции метаданных в сообщения	Дикий Дмитрий Игоревич	Гришенцев Алексей Юрьевич	02.06.2021	02.07.2021	30
742994	True	05.22.00	1.3.6	Особенности определения характеристик имитаторов роговицы глаза на основе кварцевых сфер и реальных биологических тканей желудка человека с помощью излучения в терагерцовом диапазоне частот	Григорьев Роман Олегович	Балбекин Николай Сергеевич	16.11.2022	16.12.2022	30
231348	True	09.19.00	05.18.07	Разработка биотехнологии фитазы с использованием штамма aspergillus niger	Муста Оглы Наргуль	Шарова Наталья Юрьевна	16.11.2020	17.12.2020	31
702176	True	03.22.00	2.3.1	Траекторное управление при неполной информации о параметрах и переменных состояния нелинейной модели движения мобильного робота	Хоанг Дык Тхинь	Пыркин Антон Александрович	06.09.2022	06.10.2022	30
1030046	True	14.22.00	2.3.6	Методы постквантовой криптографии, использующие обобщенные  (l, g)-коды	Носков Иван Константинович	Беззатеев Сергей Валентинович	24.11.2023	26.12.2023	32
125762	True	07.19.00	05.27.03	Импульсно-периодический nd:yag лазер с  длиной волны излучения 946 нм	Ковяров Александр Сергеевич	Викторов Евгений Анатольевич	22.11.2019	25.12.2019	33
1035098	True	11.22.00	2.2.8	Методы и алгоритмы распознавания и классификации поверхностных дефектов листового проката на основе машинного обучения	Евстафьев Олег Александрович	Шаветов Сергей Васильевич	23.11.2023	25.12.2023	32
1025147	True	05.22.00	1.3.6	Аналого-цифровое фотограмметрическое преобразование изображений голограмм отражательного типа	Рабош Екатерина Владимировна	Петров Николай Владимирович	20.11.2023	20.12.2023	30
701428	True	08.22.00	1.3.14	Исследование процессов молекулярного переноса импульса, тепловой энергии и массы в жидких питательных средах биотехнологических производств	Сорокин Сергей Андреевич	Баранов Игорь Владимирович	11.10.2022	24.11.2022	44
233319	True	02.18.00	05.13.17	Генерация наборов данных для задачи классификации с заданными свойствами для повышения качества систем мета-обучения	Забашта Алексей Сергеевич	Фильченков Андрей Александрович	23.11.2020	24.12.2020	31
480650	True	04.19.00	2.3.5	Методы восстановления параметров сцены для решения проблемы реалистичной визуализации в системах смешанной реальности	Сорокин Максим Игоревич	Жданов Дмитрий Дмитриевич	22.11.2021	22.12.2021	30
14076039	True	09.22.00	2.7.1	Разработка синбиотического функционального ингредиента для пищевых продуктов с использованием экзополисахаридов	Курбонова Маликахон Комилжоновна	Бараненко Денис Александрович	12.11.2024	12.12.2024	30
127365	True	06.19.00	05.11.07	Стокс-поляриметр на основе двухлучевой схемы для решения задач инструментальной астрономии	Кукушкин Дмитрий Евгеньевич	Валявин Геннадий Геннадьевич	22.11.2019	23.12.2019	31
18760808	True	09.22.00	4.3.3	Совершенствование процесса и аппарата ультразвукового гидролиза кератинсодержащего сырья с использованием его в кормовых продуктах	Шанин Вячеслав Алексеевич	Алексеев Геннадий Валентинович	22.11.2024	23.12.2024	31
10316462	True	07.22.00	1.3.8	Особенности микроструктуры, упрочнения и пластичности низколегированных ультрамелкозернистых алюминиевых сплавов	Садыков Динислам Искандерович	Орлова Татьяна Сергеевна	05.11.2024	06.12.2024	31
1029222	True	09.22.00	2.7.1	Разработка технологии получения функционального  пищевого ингредиента из базидиомицета лисичка обыкновенная  (cantharellus cibarius)	Моисеенко Евгений Николаевич	Румянцева Ольга Николаевна	15.11.2023	15.12.2023	30
10316248	True	08.22.00	2.4.8	Выбор и обоснование энергоэффективного привода погружного насоса спг для крупнотоннажных накопительных хранилищ	Давыденко Мишель Игоревна	Баранов Александр Юрьевич	28.10.2024	28.11.2024	31
982117	True	09.22.00	4.3.3	Научно-практическое обоснование биоконверсии коллагенсодержащего сырья и оценка эффективности получаемых белковых компонентов в производстве мясных продуктов	Зинина Оксана Владимировна	Ребезов Максим Борисович	11.10.2023	12.12.2023	62
732170	True	05.22.00	1.3.6	Спектрально перестраиваемая лазерная генерация в свинцово-галогенидных перовскитных нитевидных микро- и нанокристаллах	Маркина Дарья Игоревна	Пушкарев Анатолий Петрович	09.11.2022	09.12.2022	30
468848	True	11.21.00	05.11.13	Разработка методики неразрушающего контроля физико-химических характеристик композиционных материалов органического происхождения	Верховская Яна Ивановна	Андреев Юрий Сергеевич	15.11.2021	16.12.2021	31
10315203	True	07.22.00	1.3.8	Численное моделирование электронных и оптических свойств каскадных и сверхмногопериодных квантовых структур для ик- и тгц-диапазонов	Дашков Александр Сергеевич	Горай Леонид Иванович	05.11.2024	06.12.2024	31
1030596	True	12.22.00	1.4.4	Синтез, физико-химические свойства и применение гибридных углеродных материалов	Навроцкая Анастасия Геннадьевна	Кривошапкина Елена Федоровна	17.11.2023	18.12.2023	31
478142	True	02.18.00	05.13.17	Метод структурирования интегрированных медицинских данных для моделирования медицинских рисков	Иванова Юлия Дмитриевна	Копаница Георгий Дмитриевич	23.11.2021	23.12.2021	30
49165329		13.22.00	5.2.3	Методы гибкого управления инновационными проектами в сфере передовых производственных технологий	Сомонов Владислав Валерьевич	Николаев Андрей Сергеевич	29.08.2025	30.09.2025	32
1035763	True	04.22.00	2.3.4	Управление эффектами коллективной динамики в клиент-ориентированных организационных системах на основе данных	Глухов Глеб Игоревич	Бухановский Александр Валерьевич	22.11.2023	22.12.2023	30
463374	True	10.19.00	05.17.06	Получение волокнистых материалов на основе гиалуроновой кислоты методом электроформования	Снетков Петр Петрович	Успенская Майя Валерьевна	25.10.2021	02.12.2021	38
246555	True	04.19.00	05.13.11	Генерация программ на основе функциональных блоков для промышленных киберфизических систем с использованием эволюционных алгоритмов	Миронович Владимир Анатольевич	Буздалов Максим Викторович	23.11.2020	23.12.2020	30
10317367	True	03.22.00	2.5.4	Алгоритмы бессенсорного управления асинхронными двигателями на основе адаптивных наблюдателей	Нгуен Куанг Кыонг	Пыркин Антон Александрович	28.10.2024	28.11.2024	31
734009	True	11.22.00	2.2.8	Разработка методики активного теплового контроля вертолётных лопастей из композиционных материалов	Котовщиков Илья Олегович	Федоров Алексей Владимирович	10.11.2022	14.12.2022	34
737512	True	05.22.00	1.3.6	Микроструктурированные волоконно-оптические элементы на основе кварцевого стекла и нанокристаллических материалов, активированных редкоземельными ионами	Матросова Александра Сергеевна	Никоноров Николай Валентинович	11.11.2022	12.12.2022	31
1032918	True	10.22.00	1.4.7	Электроактивные материалы на основе хитозана и поливинилового спирта	Ольвера Берналь Ригель Антонио	Олехнович Роман Олегович	13.11.2023	13.12.2023	30
420133	True	05.19.00	1.3.6	Эволюция оптических вихрей в дифрагированном поле	Черных Алексей Викторович	Петров Николай Владимирович	31.08.2021	06.10.2021	36
471725	True	09.19.00	05.18.07	Биотехнология получения бактериоцинов пробиотических штаммов lactobacillus helveticus и lactobacillus plantarum	Рябинин Георгий Владимирович	Бараненко Денис Александрович	19.11.2021	20.12.2021	31
180859	True	08.19.00	01.04.14	Теплофизические процессы при искровом плазменном спекании наноструктурированных термоэлектрических материалов	Тукмакова Анастасия Сергеевна	Новотельнова Анна Владимировна	06.07.2020	03.09.2020	59
10320257	True	08.22.00	1.3.14	Теплообмен при парообразовании хладагентов в ограниченном пространстве	Апицына Ольга Сергеевна	Малышев Александр Александрович	14.11.2024	19.12.2024	35
1250749	True	05.22.00	1.3.6	Лазерная модификация оптических и электрических свойств пленок pbse для устройств газового анализа	Ольхова Анастасия Александровна	Сергеев Максим Михайлович	15.07.2024	15.08.2024	31
998877	True	05.22.00	1.3.4	Преобразование полей точечных излучателей и плоских волн при помощи электромагнитных метаповерхностей	Глыбовский Станислав Борисович	Белов Павел Александрович	20.10.2023	21.12.2023	62
224867	True	08.19.00	05.04.03	Повышение эффективности систем регенерации воздуха для изолированных объектов	Долговская Ольга Владимировна	Пронин Владимир Александрович	26.10.2020	26.11.2020	31
748313	True	09.22.00	2.7.1	Разработка технологии функциональных замороженных полуфабрикатов из говядины с пробиотическими свойствами для предприятий общественного питания	Артемова Бажена Владиславовна	Бараненко Денис Александрович	15.11.2022	15.12.2022	30
129126	True	07.19.00	05.27.03	Разработка физической методики исследования сверхбыстрых электронных процессов при фемтосекундной лазерной модификации поверхности кремния для применения в устройствах квантовой электроники	Кузьмин Евгений Викторович	Шандыбина Галина Дмитриевна	22.11.2019	25.12.2019	33
209861	True	10.19.00	05.17.06	Разработка пленочных композиционных материалов на основе поливинилхлорида и полигидроксибутирата	Самуйлова Евгения Олеговна	Успенская Майя Валерьевна	24.10.2020	26.11.2020	33
992787	True	05.22.00	1.3.6	Фотонные топологические состояния в цепочках кубитов-трансмонов	Степаненко Андрей Александрович	Горлач Максим Александрович	27.09.2023	30.10.2023	33
749531	True	02.22.00	1.2.1	Эволюционные методы оптимизации для автоматической настройки гиперпараметров тематических моделей с аддитивной регуляризацией	Ходорченко Мария Андреевна	Насонов Денис Александрович	25.11.2022	26.12.2022	31
42139559	True	11.22.00	2.2.8	Разработка методического обеспечения обнаружения и определения массовой концентрации микрочастиц поливинилхлорида в пробах почв	Носова Анастасия Олеговна	Олехнович Роман Олегович	23.05.2025	25.06.2025	33
36001354	True	15.24.00	1.3.6	Механизмы возникновения нелинейностей оптического отклика интегрально-оптических свч модуляторов	Герасименко Владислав Сергеевич	Петров Виктор Михайлович	23.05.2025	23.06.2025	31
126098	True	05.19.00	01.04.05	Оптические диэлектрические наноантенны на основе наноалмазов с азотно-вакансионными центрами окраски	Залогина Анастасия Сергеевна	Зуев Дмитрий Александрович	25.10.2019	28.11.2019	34
42135682		07.22.00	1.3.11	Разработка и исследование оптоэлектронных микрокомпонентов на основе плотных массивов квантовых точек ingaas/gaas для фотонных интегральных схем	Фоминых Никита Андреевич	Крыжановская Наталья Владимировна	23.07.2025	19.09.2025	58
435264	True	05.19.00	1.3.6	Оптические и фотоэлектрические свойства наноструктур на основе полупроводниковых нанокристаллов и производных графена для фотоники ближнего ик диапазона	Бабаев Антон Анатольевич	Литвин Александр Петрович	27.09.2021	28.10.2021	31
49159873	True	03.22.00	2.3.1	Разработка адаптивных наблюдателей для параметрически неопределенных билинейных систем	Козачёк Ольга Андреевна	Бобцов Алексей Алексеевич	25.07.2025	28.08.2025	34
10318529	True	12.22.00	1.4.1	Синтез и физико-химические свойства магнитоуправляемых композиционных материалов на основе alooh и fe3o4	Шаповалова Ольга Евгеньевна	Виноградов Владимир Валентинович	12.11.2024	13.12.2024	31
910772	True	05.22.00	1.3.6	Нелинейные экситон-поляритонные свойства планарных оптических резонаторов на основе галогенидных перовскитов	Машарин Михаил Алексеевич	Макаров Сергей Владимирович	27.07.2023	30.08.2023	34
229843	True	07.19.00	01.04.21	Преобразование органических соединений на основе хромонов при однофотонном и многофотонном лазерном возбуждении	Фомичева Яна Юрьевна	Храмов Валерий Юрьевич	18.11.2020	23.12.2020	35
466698	True	01.18.00	05.13.15	Модели и методы обработки данных в сети интернета вещей для предиктивного обслуживания распределенной автоматизированной системы мониторинга окружающей среды	Миленин Евгений Игоревич	Богатырев Владимир Анатольевич	22.11.2021	22.12.2021	30
749462	True	02.22.00	1.2.1	Алгоритмы адаптивного обучения структуры и параметров байесовской сети на основе смесей гауссовских распределений	Деева Ирина Юрьевна	Бухановский Александр Валерьевич	23.11.2022	23.12.2022	30
231090	True	09.19.00	05.18.07	Разработка биотехнологии бета-глюкансодержащего концентрата из остаточных пивных дрожжей	Иванова Вера Анатольевна	Меледина Татьяна Викторовна	10.11.2020	10.12.2020	30
454994	True	08.19.00	05.04.03	Энергоэффективные технологические процессы систем кондиционирования на базе статистической модели наружного климата	Салман Ахмед Саадаллах Салман	Сулин Александр Борисович	12.11.2021	16.12.2021	34
1030767	True	12.22.00	1.4.1	Дизайн систем доставки лекарств на основе карбоната кальция с  контролем морфологии	Серов Никита Сергеевич	Виноградов Владимир Валентинович	17.11.2023	20.12.2023	33
1023664	True	04.22.00	2.3.8	Методы и алгоритмы информационного поиска в текстах на арабском языке для наполнения баз знаний	Шакер Алаа	Бессмертный Игорь Александрович	14.11.2023	15.12.2023	31
231089	True	09.19.00	05.18.12	Разработка аппарата и определение рациональных режимов процесса для экструзионной переработки вторичного сырья пищевого назначения	Аксенова Ольга Игоревна	Алексеев Геннадий Валентинович	10.11.2020	10.12.2020	30
246500	True	04.19.00	05.13.11	Методы и средства анализа исходных текстов программ и программных систем на основе семантических моделей	Кореньков Юрий Дмитриевич	Дергачев Андрей Михайлович	23.11.2020	23.12.2020	30
18758720	True	07.22.00	1.3.8	Исследование структурно-композиционных подходов к спектральному контролю фото- и электролюминесценции тонких пленок на основе свинцово-галогенидных материалов	Аношкин Сергей Станиславович	Пушкарев Анатолий Петрович	21.01.2025	21.02.2025	31
749249	True	02.22.00	1.2.1	Методы теоретического анализа динамики работы эволюционных алгоритмов	Винокуров Дмитрий Владимирович	Буздалов Максим Викторович	23.11.2022	23.12.2022	30
1140058	True	07.22.00	1.3.8	Золь-гель синтез и свойства однородных массивов наночастиц серебра в матрице оксида цинка	Сокура Лилия Александровна	Романов Алексей Евгеньевич	23.04.2024	24.05.2024	31
248101	True	06.19.00	05.11.07	Моделирование и создание интерференционных неполяризующих покрытий	Фам Ван Хоа	Губанова Людмила Александровна	25.11.2020	25.12.2020	30
63270	True	01.18.00	05.13.12	Автоматизация процессов тестирования и отладки встраиваемых систем с использованием уровневых моделей	Пинкевич Василий Юрьевич	Платунов Алексей Евгеньевич	26.11.2018	28.12.2018	32
487190	True	06.19.00	05.11.07	Лазерная сканирующая система и методы обработки изображений полей сканирования для контроля лучевой прочности оптических элементов	Ахмадуллин Радик Минзагитович	Беликов Андрей Вячеславович	29.11.2021	29.12.2021	30
18759509	True	04.22.00	2.3.4	Методы интеллектуализации управления развитием персонала высокотехнологичных сервис-ориентированных компаний	Береснев Артем Дмитриевич	Гусарова Наталья Федоровна	25.11.2024	25.12.2024	30
1011028	True	07.22.00	1.3.8	Вариация структурных и оптических свойств оптически чувствительных нано- и микроразмерных кристаллов с помощью микрофлюидных технологий	Корякина Ирина Георгиевна	Зюзин Михаил Валерьевич	27.10.2023	29.11.2023	33
507673	True	07.19.00	1.3.19	Методы приготовления связанных состояний солитонов конденсатов бозе-эйнштейна	Нго Тхе Винь	Алоджанц Александр Павлович	24.01.2022	24.02.2022	31
124049	True	05.19.00	01.04.03	Возбуждение связанных мод элементов периодических структур в микроволновом диапазоне	Саянский Андрей Дмитриевич	Глыбовский Станислав Борисович	14.10.2019	15.11.2019	32
742318	True	06.22.00	2.2.2	Пикосекундные nd:yag лазеры для прецизионной спутниковой локации	Коваль Владислав Вячеславович	Викторов Евгений Анатольевич	18.11.2022	20.12.2022	32
233332	True	05.19.00	01.04.05	Подавление фото- и электроиндуцированной фазовой нестабильности в свинцово-галогенидных перовскитах для разработки светоизлучающих устройств	Ляшенко Татьяна Геннадьевна	Макаров Сергей Владимирович	20.11.2020	21.12.2020	31
225111	True	05.19.00	01.04.05	Нелинейные явления в жидкостях в поле широкополосного излучения инфракрасного и терагерцового диапазона спектра	Цыпкин Антон Николаевич	Козлов Сергей Аркадьевич	23.10.2020	23.12.2020	61
915814	True	09.22.00	4.3.3	Факторы повышения биологической ценности оливкового масла холодного отжима при длительном хранении	Алнакуд Мари	Колодязная Валентина Степановна	26.05.2023	30.06.2023	35
243400	True	06.19.00	05.11.07	Разработка рамановского газоанализатора изотопологов углеродосодержащих соединений с ультраспектральным разрешением	Полищук Антон Вадимович	Виткин Владимир Владимирович	18.11.2020	18.12.2020	30
884873	True	07.22.00	1.3.19	Локальное лазерное управление физико-химическими свойствами композиционных тонких плёнок с плазмонными наночастицами	Андреева Ярослава Михайловна	Одинцова Галина Викторовна	26.05.2023	28.06.2023	33
995466	True	01.22.00	2.3.2	Модели и методы реконфигурации и перераспределения потоков многопутевых отказоустойчивых компьютерных сетей	Ле Ань Ту	Богатырев Владимир Анатольевич	25.08.2023	28.09.2023	34
742372	True	06.22.00	2.2.6	Исследование влияния бинаризации и фазового распределения в пространстве объектов на изображающие свойства синтезированных голограмм-проекторов френеля	Старовойтов Сергей Олегович	Корешев Сергей Николаевич	11.11.2022	13.12.2022	32
1036608	True	10.22.00	2.6.11	Разработка гидрогелевых коллаген-содержащих акриловых материалов для медицинских приложений	Лунева Ольга Владимировна	Успенская Майя Валерьевна	20.11.2023	20.12.2023	30
1031552	True	14.22.00	2.3.6	Методы оценки и повышения защищенности сетевой инфраструктуры на основе разграничения доступа и методов оптимизации	Шилова Анастасия Дмитриевна	Воробьева Алиса Андреевна	23.11.2023	26.12.2023	33
290050	True	09.19.00	05.18.12	Исследование процесса электроконтактного нагрева при производстве хлеба и совершенствование аппарата для его осуществления	Кулишов Борис Александрович	Новоселов Александр Геннадьевич	16.03.2021	16.04.2021	31
129084	True	02.18.00	05.13.17	Метод и алгоритмы интерпретации неполных высказываний пользователя для управления устройствами интернета вещей на основе онтологического подхода	Шилин Иван Андреевич	Муромцев Дмитрий Ильич	23.11.2019	23.12.2019	30
128850	True	06.19.00	05.11.01	Разработка новых методов управления характеристиками интегрально-оптических модуляторов на подложке ниобата лития для применения в системах обработки сигналов прецизионных оптических датчиков	Тронев Александр Викторович	Шамрай Александр Валерьевич	16.11.2019	17.12.2019	31
430703	True	08.19.00	01.04.14	Термостабилизация электронных приборов с интенсивными тепловыделениями	Герасютенко Виктория Викторовна	Шарков Александр Васильевич	05.10.2021	11.11.2021	37
856313	True	08.22.00	2.4.8	Анализ энергетической эффективности системы охлаждения с солнечным коллектором двойного действия в условиях климата мали	Камара Сумаила	Сулин Александр Борисович	14.04.2023	18.05.2023	34
465768	True	09.19.00	05.18.07	Разработка технологий получения и применения глутатион-обогащенного хлебопекарного улучшителя из остаточных пивных дрожжей	Морозов Артём Александрович	Меледина Татьяна Викторовна	17.11.2021	17.12.2021	30
220120	True	08.19.00	05.04.03	Методика выбора эффективных конструктивно-технологических решений для системы криогенного обеспечения сверхпроводящих кабельных линий	Глушаев Алексей Владимирович	Баранов Александр Юрьевич	23.10.2020	25.11.2020	33
738070	True	07.22.00	1.3.8	Управление оптическими и магнитными свойствами одномерных углеродных наноматериалов	Чернов Александр Игоревич	Терещенко Олег Евгеньевич	28.10.2022	28.12.2022	61
473894	True	06.19.00	05.11.07	Разработка и исследование метода увеличения глубины резкости изображений, формируемых с помощью синтезированных голограмм-проекторов френеля	Фролова Марина Алексеевна	Корешев Сергей Николаевич	19.11.2021	21.12.2021	32
