id	successful	dissovet	speciality	title	author	supervisor	uploaded	defended	interval
131872	True	04.19.00	05.13.10	Математическое обеспечение управления коллаборативными процессами индустрии путешествий на основе данных социальных медиа	Мухина Ксения Дмитриевна	Бухановский Александр Валерьевич	27.11.2019	27.12.2019	30
655556	True	07.19.00	1.3.8	Интеркаляционные системы на основе графена и магнитных металлов: синтез, электронное строение и магнитные свойства	Лобанова Евгения Юрьевна	Брунков Павел Николаевич	07.06.2022	08.07.2022	31
459427	True	07.19.00	1.3.11	Рекомбинационные процессы в светодиодных структурах среднего инфракрасного диапазона	Семакова Антонина Александровна	Мынбаев Карим Джафарович	01.11.2021	01.12.2021	30
1025524	True	14.22.00	2.3.6	Методы выявления сложных атак на основании данных систем обнаружения вторжений	Павлов Артем Валерьевич	Волошина Наталия Викторовна	14.11.2023	14.12.2023	30
749581	True	07.22.00	1.3.19	Исследование процессов лазерной микропорации и доставки фотодинамических препаратов под ногтевую пластину	Козлова Анастасия Дмитриевна	Беликов Андрей Вячеславович	21.11.2022	21.12.2022	30
1020997	True	07.22.00	1.3.11	Оптоэлектронные свойства слоев одностенных углеродных нанотрубок и методы создания прозрачных текстурированных электродов на их основе	Воробьев Александр Андреевич	Мишин Максим Валерьевич	10.11.2023	13.12.2023	33
1013939	True	07.22.00	1.3.8	Метод получения, структура и фотокаталитические свойства нано- и микрообъектов zno	Соснин Илья Михайлович	Романов Алексей Евгеньевич	02.11.2023	06.12.2023	34
127889	True	02.18.00	05.13.19	Методы обнаружения и противодействия автоматизированному сбору информации с веб-ресурсов	Менщиков Александр Алексеевич	Гатчин Юрий Арменакович	11.11.2019	11.12.2019	30
735917	True	05.22.00	1.3.6	Метод лазерно-индуцированной микроплазмы для формирования оптических элементов	Рымкевич Владимир Сергеевич	Сергеев Максим Михайлович	16.11.2022	20.12.2022	34
231035	True	02.18.00	05.13.17	Построение полярных подкодов и упрощённые методы их кодирования и декодирования	Морозов Руслан Александрович	Трифонов Пётр Владимирович	13.11.2020	15.12.2020	32
1032670	True	06.22.00	2.2.6	Исследование оптико-электронного преобразователя гамма-излучения	Бокатый Илья Олегович	Коротаев Валерий Викторович	17.11.2023	21.12.2023	34
18757202	True	03.22.00	2.3.1	Алгоритмы траекторного согласованного управления по выходу для класса нелинейных систем	Ким Станислав Александрович	Пыркин Антон Александрович	20.11.2024	24.12.2024	34
468776	True	09.19.00	05.18.07	Разработка технологии органических солей кальция из вторичного сырья гидробионтов для обогащения продуктов питания	Орипова Азиза Алишеровна	Овсюк Елена Алексеевна	17.11.2021	17.12.2021	30
475370	True	03.19.00	2.3.1	Адаптивные наблюдатели линейных нестационарных систем в условиях неизмеряемых возмущений	Низовцев Сергей Игоревич	Шаветов Сергей Васильевич	23.11.2021	23.12.2021	30
178329	True	04.19.00	05.13.18	Методы и технологии локальной динамической настройки гидрометеорологических моделей на основе данных натурного эксперимента в условиях неопределенности	Никитин Николай Олегович	Бухановский Александр Валерьевич	20.08.2020	22.10.2020	63
10311169	True	11.22.00	2.2.9	Метод операционного контроля режущего инструмента и обрабатываемых заготовок в условиях гибких производственных систем	Басова Татьяна Владимировна	Андреев Юрий Сергеевич	23.10.2024	27.11.2024	35
689308	True	05.19.00	1.3.6	Оптические и фотофизические свойства биосовместимых гибридных структур на основе тетрапиррольных соединений и квантовых точек, пассивированных хитозаном	Севид Файза Абделмавла Мохамед Омар	Орлова Анна Олеговна	15.07.2022	18.08.2022	34
49117268		02.22.00	1.2.1	Методы и средства распознавания языка жестов для людей с нарушениями слуха	Данг Хань	Бессмертный Игорь Александрович	25.08.2025	25.09.2025	31
10315520	True	15.24.00	1.3.6	Наноразмерные системы на основе полистирола и диоксида титана для задач оптического биосенсинга и фотокатализа	Понкратова Екатерина Юрьевна	Зуев Дмитрий Александрович	18.11.2024	25.12.2024	37
473321	True	07.19.00	1.3.19	Исследование роли накопленного тепла при многоимпульсном воздействии нано-, пико- и фемтосекундных лазерных импульсов на конденсированные среды и биологические ткани	Шамова Александра Андреевна	Беликов Андрей Вячеславович	17.11.2021	17.12.2021	30
128965	True	02.18.00	05.13.17	Синтез речи на основе глубокого машинного обучения	Калиев Арман	Рыбин Сергей Витальевич	16.11.2019	16.12.2019	30
1029712	True	09.22.00	2.7.1	Разработка микробной закваски для хлебобулочных изделий с мукой из зерна гречихи, не обработанного гидротермически	Гурьев Сергей Сергеевич	Иванова Вера Анатольевна	15.11.2023	18.12.2023	33
10320303	True	07.22.00	1.3.19	Интегральные устройства генерации оптических частот	Строганов Антон Янович	Викторов Евгений Анатольевич	11.11.2024	11.12.2024	30
536161	True	08.19.00	05.04.03	Энергоэффективные системы преобразования низкопотенциальной энергии криопродуктов	Угланов Дмитрий Александрович	Довгялло Александр Иванович	15.03.2022	19.05.2022	65
467096	True	07.19.00	1.3.8	Резонансные полупроводниковые наноструктуры для увеличения эффективности перовскитных солнечных элементов	Фурасова Александра Дмитриевна	Макаров Сергей Владимирович	15.11.2021	15.12.2021	30
238704	True	05.19.00	01.04.05	Спектроскопия усиленного и термочувствительного комбинационного рассеяния оптически резонансных полупроводниковых наночастиц	Зограф Георгий Петрович	Макаров Сергей Владимирович	16.11.2020	17.12.2020	31
127934	True	10.19.00	02.00.06	Исследование поведения лизиновых дендримеров в растворе методом молекулярной динамики	Ильяш Максим Юрьевич	Неелов Игорь Михайлович	20.11.2019	24.12.2019	34
1135625	True	07.22.00	1.3.8	Влияние плазмонных элементов на теплопроводность и оптические свойства фотонных наноструктур	Гиршова Елизавета Ильинична	Максимов Михаил Викторович	23.04.2024	24.05.2024	31
749298	True	12.22.00	1.4.1	Синтез анизотропных наночастиц магнетита и их конденсация в иерархически структурированные материалы для биомедицинского применения	Мухина Елизавета Ярославна	Виноградов Владимир Валентинович	18.11.2022	20.12.2022	32
49163762		03.22.00	2.3.1	Адаптивное компенсационное управление для механических систем с нелинейными моделями возмущений	Михальков Никита Владимирович	Пыркин Антон Александрович	25.08.2025	25.09.2025	31
749242	True	04.22.00	2.3.4	Автоматизированное управление искусственным освещением в системах организации труда пользователей компьютерных систем	Рослякова Светлана Витальевна	Басов Олег Олегович	22.11.2022	23.12.2022	31
129123	True	04.19.00	05.13.10	Методы интеллектуальной поддержки принятия клинических решений на основе конечных автоматов	Ватьян Александра Сергеевна	Гусарова Наталия Федоровна	23.11.2019	24.12.2019	31
18757052	True	07.22.00	1.3.8	Влияние легирования алюминием и хромом на физические характеристики монокристаллов beta-ga2o3	Спиридонов Владислав Алексеевич	Романов Алексей Евгеньевич	19.11.2024	20.12.2024	31
227366	True	05.19.00	01.04.05	Дисперсионные и поляризационные особенности поверхностных электромагнитных волн на резонансных анизотропных метаповерхностях	Ермаков Олег	Богданов Андрей Андреевич	23.11.2020	23.12.2020	30
1032926	True	02.22.00	1.2.1	Методы выбора моделей машинного обучения для систем искусственного интеллекта в условиях малых выборок	Шовкопляс Григорий Филиппович	Гусарова Наталия Федоровна	24.11.2023	25.12.2023	31
1024457	True	01.22.00	2.3.2	Модели, методы и средства исследования нестационарных нагрузочных процессов в эластичных вычислительных системах	Мартынчук Илья Геннадьевич	Алиев Тауфик Измайлович	17.11.2023	19.12.2023	32
49067739	True	13.22.00	5.2.3	Модели и инструменты цифровой трансформации медиакомпаний россии	Киселев Аркадий Дмитриевич	Силакова Любовь Владимировна	30.05.2025	30.06.2025	31
236770	True	03.19.00	05.13.01	Алгоритмы прямого адаптивного воспроизведения мультисинусоидальных задающих воздействий в системах с запаздыванием	Милюшин Александр Сергеевич	Герасимов Дмитрий Николаевич	16.11.2020	17.12.2020	31
49108005	True	14.22.00	2.3.6	Обнаружение вторжений на основе многозадачного глубокого обучения для сетей интернета вещей	Дун Хуэйяо	Котенко Игорь Витальевич	19.06.2025	11.09.2025	84
747187	True	09.22.00	2.7.1	Научное обоснование применения гидратированных порошков моркови и свеклы в технологии бараночных изделий	Тихий Антон Владиславович	Баракова Надежда Васильевна	15.11.2022	15.12.2022	30
10320405	True	07.22.00	1.3.8	Лазерная абляция гибридных материалов для контролируемого создания наноразмерных источников света и оптических сенсоров	Гунина Екатерина Валентиновна	Миличко Валентин Андреевич	12.11.2024	13.12.2024	31
1031527	True	03.22.00	2.3.1	Разработка адаптивных наблюдателей переменных состояния с улучшенной точностью сходимости при наличии возмущений в измерениях выходного сигнала	Воробьев Владимир Сергеевич	Бобцов Алексей Алексеевич	21.11.2023	21.12.2023	30
1033007	True	02.22.00	1.2.1	Оценка и повышение предсказуемости временных рядов сложной природы методами машинного обучения	Ставинова Елизавета Алексеевна	Бухановский Александр Валерьевич	21.11.2023	21.12.2023	30
573091	True	09.19.00	05.18.12	Исследование процессов жарки картофеля «фри» и совершенствование устройства для определения цветовых характеристик фритюрного масла и готового продукта	Гайсин Ирек Анасович	Алексеев Геннадий Валентинович	23.05.2022	24.06.2022	32
129153	True	02.18.00	05.13.17	Гетерогенное распознавание лиц по эскизам лица	Грубер Иван	Карпов Алексей Анатольевич	19.11.2019	19.12.2019	30
10318512	True	10.22.00	1.4.7	Формирование структур (био)полиэлектролитных комплексов между хитозаном и желатином	Литвинов Михаил Юрьевич	Подшивалов Александр Валерьевич	28.10.2024	28.11.2024	31
231201	True	09.19.00	05.18.07	Разработка состава и технологии ферментированного продукта с онкопротекторными свойствами	Белякова Татьяна Николаевна	Забодалова Людмила Александровна	15.10.2021	17.11.2021	33
42119591	True	08.22.00	1.3.14	Исследование процессов теплообмена в тепловом коллекторе двойного действия	Шеин Владислав Максимович	Никитин Андрей Алексеевич	21.04.2025	29.05.2025	38
644045	True	10.19.00	05.17.06	Композитные полиуретан-эпоксидные материалы для защитных покрытий	Братасюк Никита Андреевич	Зуев Вячеслав Викторович	10.06.2022	14.07.2022	34
123748	True	03.19.00	05.13.01	Управление нелинейными и многоканальными системами на базе метода бэкстеппинга и метода вспомогательного контура	Вражевский Сергей Александрович	Фуртат Игорь Борисович	28.10.2019	28.11.2019	31
743431	True	07.22.00	1.3.8	Структуры оксида галлия, полученные методами золь-гель синтеза и объемного роста способом вытягивания из расплава	Панов Дмитрий Юрьевич	Романов Алексей Евгеньевич	16.11.2022	16.12.2022	30
233146	True	01.18.00	05.13.15	Разработка методов и средств защищенного сбора данных окружений интернета вещей (ив)	Аунг Мьо То	Жукова Наталия Александровна	11.11.2020	11.12.2020	30
690185	True	05.19.00	1.3.6	Неэрмитовы интерференционные эффекты при рассеянии света высокоиндексными полупроводниковыми наночастицами	Канос Валеро Адриа	Богданов Андрей Андреевич	29.07.2022	30.08.2022	32
244189	True	07.19.00	01.04.21	Эффекты гистерезиса, рефрактерности и генерация моноимпульсов в полупроводниковых лазерах на квантовых точках с оптической инжекцией	Федоров Никита Анатольевич	Викторов Евгений Анатольевич	23.11.2020	23.12.2020	30
1036376	True	02.22.00	1.2.1	Методы и алгоритмы интеллектуального анализа медицинских текстов на арабском языке	Хаммуд Жаафар	Гусарова Наталия Федоровна	24.11.2023	25.12.2023	31
473969	True	05.19.00	1.3.6	Влияние хроматической дисперсии и нелинейных эффектов на квантовое распределение ключа на боковых частотах в оптической транспортной сети	Киселев Федор Дмитриевич	Егоров Владимир Ильич	19.11.2021	22.12.2021	33
475994	True	06.19.00	05.11.01	Методы снижения виброакустических шумов волоконно-оптических интерферометрических гидроакустических преобразователей	Дмитращенко Павел Юрьевич	Куликов Андрей Владимирович	24.11.2021	24.12.2021	30
10313777	True	15.24.00	1.3.6	Биосенсоры на основе нанофотонных материалов для детектирования межмолекулярных взаимодействий и изменений температуры	Фатхутдинова Ландыш Ильшатовна	Зюзин Михаил Валерьевич	02.11.2024	04.12.2024	32
716823	True	12.22.00	1.4.4	Разработка дырочно-транспортных материалов для перовскитных солнечных батарей	Теплякова Марина Михайловна	Стевенсон Кит Джон	27.09.2022	08.11.2022	42
11538934	True	04.22.00	2.3.8	Многомодальная мягкая биометрия в условиях частичного перекрытия лица	Маркитантов Максим Викторович	Карпов Алексей Анатольевич	13.11.2024	13.12.2024	30
911530	True	10.22.00	1.4.7	Нетканые материалы на основе поливинилового спирта и хитозана в качестве носителей мангиферина	Ву Тхи Хонг Ньунг	Успенская Майя Валерьевна	30.05.2023	30.06.2023	31
715667	True	05.22.00	1.3.6	Диссипативные автоструктуры в оптических системах с внутренними резонансами	Долинина Дарья Александровна	Юлин Алексей Викторович	04.10.2022	07.11.2022	34
18760911	True	08.22.00	1.3.14	Исследование теплопроводности многокомпонентных полимер-композиционных материалов	Алексеев Евгений Валентинович	Заричняк Юрий Петрович	22.11.2024	24.12.2024	32
1019282	True	08.22.00	1.3.14	Исследование процессов переносов массы и энергии при высокотемпературном синтезе многокомпонентных магнитных и термоэлектрических материалов	Фомин Владислав	Новотельнова Анна Владимировна	13.11.2023	14.12.2023	31
701944	True	09.22.00	2.7.1	Использование биопотенциала дрожжей и новых марок силикагеля в технологии коллоидной стабилизации пива	Харба Разан	Меледина Татьяна Викторовна	15.08.2022	15.09.2022	31
1021348	True	13.22.00	5.2.3	Стимулирование инновационной активности высокотехнологичных предприятий китайской народной республики на основе развития интеллектуального капитала	Чжан Минь	Максимова Татьяна Геннадьевна	31.10.2023	12.12.2023	42
10309471	True	15.24.00	1.3.6	Нелинейный оптический отклик и перенос экситонов в низкоразмерных полупроводниковых структурах	Шахназарян Ваник Аркадьевич	Шелых Иван Андреевич	25.10.2024	25.12.2024	61
1193939	True	06.22.00	2.2.6	Исследование многокоординатных оптико-электронных автоколлимационных систем измерения параметров пространственного перемещения объекта	Данг Динь Зуан	Коняхин Игорь Алексеевич	03.06.2024	04.07.2024	31
701684	True	08.22.00	1.3.14	Развитие методов измерения теплофизических свойств тонких и тонкопленочных образцов термоэлектрических материалов	Макарова Елена Сергеевна	Новотельнова Анна Владимировна	11.10.2022	24.11.2022	44
919181	True	13.22.00	5.2.3	Формирование инновационных экосистем как перспективное направление инновационной деятельности хозяйствующих субъектов	Гирш Линда Валерьевна	Будрин Александр Германович	29.05.2023	29.06.2023	31
605369	True	08.19.00	05.04.03	Энергоэффективность систем кондиционирования воздуха помещений на базе радиационного охлаждения	Дженблат Силвана	Волкова Ольга Владимировна	23.05.2022	23.06.2022	31
224736	True	02.18.00	05.13.19	"Методы и алгоритмы защиты от распределенных сетевых атак типа ""отказ в обслуживании"""	Попов Илья Юрьевич	Заколдаев Данил Анатольевич	16.11.2020	16.12.2020	30
55638	True	02.18.00	05.13.17	Методы и алгоритмы взаимной реконструкции лицевых и голосовых данных	Олейник Андрей Леонидович	Кухарев Георгий Александрович	14.11.2018	14.12.2018	30
753324	True	05.22.00	1.3.6	Влияние дегидратации биологических тканей на изменение их оптических свойств в терагерцовом диапазоне частот	Одляницкий Евгений Львович	Смолянская Ольга Алексеевна	23.11.2022	23.12.2022	30
738218	True	09.22.00	2.7.1	Разработка технологии получения низкомолекулярного хондроитин-коллагенового гидролизата и гранулированного минерального преципитата из вторичного рыбного сырья	Мануйлов Андрей Николаевич	Куприна Елена Эдуардовна	08.11.2022	08.12.2022	30
18760005	True	02.22.00	1.2.1	Композитные методы автоматического машинного обучения для моделей временных рядов	Ревин Илья Евгеньевич	Бухановский Александр Валерьевич	25.11.2024	26.12.2024	31
476938	True	03.19.00	2.3.1	Алгоритмы следящего управления нелинейными системами с адаптивной настройкой задающих воздействий	Бжихатлов Ислам Асланович	Громов Владислав Сергеевич	23.11.2021	23.12.2021	30
18757088	True	13.22.00	5.2.3	Совершенствование управления инновационными проектами наукоемких организаций	Орлова Ольга Петровна	Сергеева Ирина Григорьевна	12.11.2024	13.12.2024	31
1018044	True	05.22.00	1.3.6	Композитные оптические материалы на основе самособирающихся структур для реализации процессов поверхностно усиленного рамановского рассеяния	Малеева Ксения Андреевна	Богданов Кирилл Вадимович	19.10.2023	22.11.2023	34
1032422	True	14.22.00	2.3.6	Модели и методы использования технологии блокчейн в корпоративных и промышленных сетях на базе облачных и туманных вычислений	Федоров Иван Романович	Беззатеев Сергей Валентинович	21.11.2023	21.12.2023	30
246869	True	02.18.00	05.13.17	Модели и методы автоматического распознавания элементов русского жестового языка для человеко-машинного взаимодействия	Рюмин Дмитрий	Карпов Алексей Анатольевич	25.11.2020	25.12.2020	30
129234	True	03.19.00	05.13.01	Методики идентификации и анализа математических моделей при синтезе цифровых систем управления прецизионных электроприводов	Маматов Александр Геннадьевич	Ловлин Сергей Юрьевич	26.11.2019	27.12.2019	31
740998	True	09.22.00	4.3.3	Разработка экспресс-метода оценки качества зерна с применением машинного зрения и цифровой обработки изображений	Трошкин Дмитрий Евгеньевич	Чертов Александр Николаевич	08.11.2022	08.12.2022	30
1032959	True	12.22.00	1.4.4	Синтез и физико-химические свойства вертикально ориентированных графеновых слоёв	Евлашин Станислав Александрович	Булушева Любовь Геннадиевна	22.12.2023	29.02.2024	69
748766	True	07.22.00	1.3.8	Особенности механического и магнитоупругого взаимодействия в ni-mn-ga ферромагнетиках с памятью формы на частоте около 100 кгц	Каминский Владимир Владимирович	Романов Алексей Евгеньевич	16.11.2022	16.12.2022	30
1015318	True	09.22.00	2.7.1	Биотехнология напитков на основе козьего молока для людей с непереносимостью лактозы	Анцыперова Мария Александровна	Арсеньева Тамара Павловна	06.10.2023	07.11.2023	32
224543	True	10.19.00	05.17.06	Получение съедобных пленок и покрытий на основе биополимерной матрицы крахмал/желатин	Захарова Мария Вячеславовна	Успенская Майя Валерьевна	24.10.2020	26.11.2020	33
507309	True	06.19.00	05.11.07	Оптико-электронная мультиматричная система измерения перемещений элементов многосекционных зеркал радиотелескопов	Тонг Минь Хоа	Коняхин Игорь Алексеевич	21.01.2022	22.02.2022	32
480479	True	07.19.00	1.3.11	Изготовление и исследование гибридных металл-диэлектрических наноструктур с органическими светоизлучающими слоями	Морозов Константин Михайлович	Калитеевский Михаил Алексеевич	24.11.2021	24.12.2021	30
49165333		13.22.00	5.2.3	Совершенствование инновационной политики арабских стран в условиях цифровой трансформации экономики	Касуха Лин	Максимова Татьяна Геннадьевна	29.08.2025	30.09.2025	32
245542	True	04.19.00	05.13.10	Методы и алгоритмы обработки мультимодальных медицинских данных на основе переноса знаний в системах поддержки принятия клинических решений	Лобанцев Артём Андреевич	Гусарова Наталия Федоровна	20.11.2020	21.12.2020	31
1031578	True	06.22.00	2.2.6	Исследование и разработка методики определения волнового фронта для контроля качества телескопа по пятну рассеяния	Калинкина Ольга Сергеевна	Иванова Татьяна Владимировна	13.11.2023	14.12.2023	31
1015571	True	05.22.00	1.3.6	Управление скоростью и интенсивностью излучательной рекомбинации в структурах на основе галогенидных перовскитов	Тонкаев Павел Андреевич	Макаров Сергей Владимирович	26.10.2023	27.11.2023	32
224739	True	02.18.00	05.13.19	Методы и алгоритмы оценки защищенности встроенного программного обеспечения на основе нечеткой логики	Югансон Андрей Николаевич	Заколдаев Данил Анатольевич	17.11.2020	17.12.2020	30
1037671	True	02.22.00	1.2.1	Методы и алгоритмы идентификации по данным физически обоснованных моделей в форме дифференциальных уравнений	Масляев Михаил Александрович	Хватов Александр Александрович	24.11.2023	25.12.2023	31
128958	True	05.19.00	01.04.05	Терагерцовая когерентная спектроскопия и ближнепольная микроскопия полупроводников и полупроводниковых структур	Трухин Валерий Николаевич	Козлов Сергей Аркадьевич	19.03.2021	20.05.2021	62
14076940	True	13.22.00	5.2.3	Критерии и факторы успешности инновационных предпринимательских проектов организаций высшего образования	Поцулин Антон Дмитриевич	Сергеева Ирина Григорьевна	12.11.2024	13.12.2024	31
476350	True	09.19.00	05.18.12	Повышение эффективности шнекового измельчительно-режущего оборудования путем совершенствования конструктивно-технологических параметров	Усманов Илхом Ибрагимович	Пеленко Валерий Викторович	19.11.2021	20.12.2021	31
10318767	True	12.22.00	1.4.4	Исследование формирования металлических и металлоидных структур на границе раздела фаз жидкий металл (ga, gain) - растворы солей	Фальчевская Александра Сергеевна	Виноградов Владимир Валентинович	06.11.2024	06.12.2024	30
231510	True	04.19.00	05.13.11	Автоматическое распознавание аудиовизуальной русской речи	Иванько Денис	Карпов Алексей Анатольевич	23.10.2020	25.11.2020	33
216839	True	04.19.00	05.13.11	Робастное распознавание речи для низко-ресурсных языков	Романенко Алексей Николаевич	Матвеев Юрий Николаевич	23.10.2020	23.11.2020	31
734092	True	13.22.00	5.2.3	Совершенствование управления инновационной деятельностью в университетах вьетнама на основе развития взаимодействия вузов и бизнеса	Нгуен Тхи Тхань Хуен	Павлова Елена Александровна	11.11.2022	12.12.2022	31
740464	True	05.22.00	1.3.6	Диэлектрические и плазмонные резонансные наноантенны для управления характеристиками оптических генераторов	Пидгайко Дмитрий Анатольевич	Богданов Андрей Андреевич	18.11.2022	19.12.2022	31
465503	True	09.19.00	05.18.07	Разработка иммуноферментной тест-системы для контроля содержания глютена в пищевой продукции	Шаталова Александрина Сергеевна	Бараненко Денис Александрович	12.11.2021	14.12.2021	32
14075095	True	04.22.00	2.3.4	Модели и алгоритмы эмоциональной целевой маршрутизации в системах обслуживания населения	Сома Гедеш Мануэл	Копаница Георгий Дмитриевич	25.11.2024	25.12.2024	30
739128	True	07.22.00	1.3.8	Оптическая спектроскопия периодических планарных структур на основе материалов с фазовой памятью	Трофимов Павел Игоревич	Синев Иван Сергеевич	28.10.2022	30.11.2022	33
1018550	True	01.22.00	2.3.7	Методы статистического моделирования и оптимизации проектных решений высоконадежных распределенных управляющих систем	Мошников Александр Сергеевич	Богатырев Владимир Анатольевич	10.11.2023	14.12.2023	34
465621	True	01.18.00	05.13.15	Методы и протоколы обеспечения надежности и своевременности передач на основе репликации пакетов на транспортном уровне компьютерных сетей	Носков Илья Игоревич	Богатырев Владимир Анатольевич	17.11.2021	17.12.2021	30
231501	True	06.19.00	05.11.07	Оптимизация пространственного распределения светового потока оптических систем для фракционной и фотодинамической терапии	Семяшкина Юлия Викторовна	Беликов Андрей Вячеславович	06.11.2020	08.12.2020	32
1025618	True	05.22.00	1.3.6	Методика реставрационной лазерной очистки корродированных металлических поверхностей предметов культурного наследия	Прокуратов Денис Сергеевич	Никоноров Николай Валентинович	21.11.2023	22.12.2023	31
18760813	True	04.22.00	2.3.4	Технология цифрового профилирования сотрудников в задаче оценивания кадровых рисков на основе несоответствия вербальных и невербальных признаков	Лаушкина Анастасия Александровна	Бухановский Александр Валерьевич	22.11.2024	24.12.2024	32
1230171	True	09.22.00	4.3.3	Исследование процесса получения экстрактов из растительного сырья с целью использования в производстве полутвердых сыров	Хуссайне Руба	Сучкова Елена Павловна	05.06.2024	05.07.2024	30
466590	True	12.21.00	1.4.4	Синтез и физико-химические закономерности формирования материалов на основе склеропротеинов и полисахаридов	Кривошапкина Елена Федоровна	Гапоник Николай Павлович	12.11.2021	14.01.2022	63
702450	True	14.22.00	2.3.6	Разработка модели и методов аутентификации в группировке беспилотных воздушных судов	Чан Зуи Хань	Комаров Игорь Иванович	05.09.2022	06.10.2022	31
224465	True	06.19.00	05.11.07	Исследование кодирующей апертуры и оптико-электронной системы для визуализации источников оптического и ионизирующего излучения	Васильева Анна Владимировна	Рыжова Виктория Александровна	30.10.2020	01.12.2020	32
604700	True	08.19.00	05.04.03	Повышение эффективности работы винтового однороторного компрессора путем оптимизации зазоров в его рабочей части	Жигновская Диана Валерьевна	Пронин Владимир Александрович	30.05.2022	30.06.2022	31
11936028	True	11.22.00	2.2.8	Автоматизация технологии ультразвукового контроля паяных соединений элементов теплообменных аппаратов	Малый Валерий Валерьевич	Кинжагулов Игорь Юрьевич	11.11.2024	11.12.2024	30
745030	True	06.22.00	2.2.4	Применение методов роевого интеллекта для компенсации воздействия внешних факторов на показания волоконно-оптического гироскопа с учётом градиента температуры в чувствительном элементе	Никифоровский Данила Алексеевич	Дейнека Иван Геннадьевич	23.11.2022	23.12.2022	30
49164420		00.00.00	05.13.17	Диссертация тестовая очередная	Кулешова Ксения Сергеевна	Костюк Василина Алексеевна	05.08.2025	01.02.2013	-4568
145704	True	02.18.00	05.13.17	Метод и алгоритмы выделения частоты пульса из речевого сигнала в условиях отсутствия априорной информации о дикторе	Полешенков Дмитрий Дмитриевич	Басов Олег Олегович	25.08.2020	25.09.2020	31
130827	True	02.18.00	05.13.17	Поисковые алгоритмы оптимизации с использованием операторов вариации с ограниченным числом аргументов и их сложностной  анализ	Буланова Нина Сергеевна	Буздалов Максим Викторович	25.11.2019	25.12.2019	30
466359	True	07.19.00	1.3.8	Управление экситонными и поляритонными оптическими резонансами в планарных структурах, интегрированных с двумерными полупроводниками	Бенимецкий Федор Анатольевич	Самусев Антон Кириллович	15.11.2021	15.12.2021	30
129424	True	04.19.00	05.13.11	Методы, модели и программные средства представления текстовых документов с использованием квантовой теории вероятностей	Платонов Алексей Владимирович	Бессмертный Игорь Александрович	26.11.2019	26.12.2019	30
126852	True	05.19.00	01.04.05	Локализованные оптические состояния непрерывного спектра в одномерных и двумерных фотонных диэлектрических структурах	Садриева Зарина Фаильевна	Богданов Андрей Андреевич	11.11.2019	12.12.2019	31
461879	True	08.19.00	05.04.03	Эффективные холодильные системы с использованием потенциала ночного радиационного охлаждения	Цой Александр Петрович	Бараненко Александр Владимирович	29.12.2021	02.03.2022	63
1032964	True	05.22.00	1.3.6	Лазерное формирование периодических структур на поверхности металлов для записи защитных голограмм	Москвин Михаил Константинович	Романова Галина Викторовна	21.11.2023	26.12.2023	35
721251	True	05.22.00	1.3.6	Волоконные световоды для оптических приборов и комплексов специального назначения	Дукельский Константин Владимирович	Никоноров Николай Валентинович	20.10.2022	20.12.2022	61
919301	True	03.22.00	2.3.1	Адаптивное оценивание нестационарных параметров с использованием метода внутренней модели	Нгуен Хак Тунг	Власов Сергей Михайлович	26.05.2023	26.06.2023	31
49065968	True	03.22.00	2.3.1	Управление с гарантией нахождения входных и выходных сигналов объекта в заданных множествах	Нгуен Ба Хю	Фуртат Игорь Борисович	26.05.2025	26.06.2025	31
